JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2426762.5,0.8,,,Vis.,DA,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426763.0,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426764.5,0.8,,,Vis.,DA,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426769.4,0.5,,,Vis.,DA,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426770.5,0.5,,,Vis.,DA,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426773.3,0.3,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426775.3,0.6,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426776.0,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426777.5,0.5,,,Vis.,DA,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426779.5,0.5,,,Vis.,DA,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426791.5,0.5,,,Vis.,DA,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426792.6,0.8,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426797.6,0.9,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426802.6,0.8,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426802.6,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426806.8,0.8,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426824.7,0.8,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426828.7,0.8,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426828.9,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426916.8,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426917.8,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426925.8,1.1,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426929.8,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426949.8,0.6,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426982.7,0.6,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426983.8,0.4,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2426999.8,0.8,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427008.6,0.4,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427010.6,0.5,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427022.6,0.8,,,Vis.,SCA,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427032.6,1.1,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427035.6,1.2,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427043.6,0.7,,,Vis.,SCA,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427058.6,1.1,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427059.1,0.7,,,Vis.,SRC,X,,,,,,,V,,,,ALF ORI,,STD,,,,
2427059.6,1.0,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427062.6,1.0,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427069.6,1.1,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427071.6,1.2,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427081.2,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427091.6,1.1,,,Vis.,MC,X,,,,,,,V,,,,ALF ORI,,STD,,,,
2427094.6,1.1,,,Vis.,MC,X,,,,,,,V,,,,ALF ORI,,STD,,,,
2427097.0,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427119.0,-0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427121.3,0.3,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427124.0,-0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427131.7,0.4,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427133.0,-0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427142.3,0.2,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427145.7,0.3,,,Vis.,SP,X,,,,,,,V,,,,ALF ORI,,STD,,,,
2427147.7,0.4,,,Vis.,SP,X,,,,,,,V,,,,ALF ORI,,STD,,,,
2427153.8,0.2,,,Vis.,SP,X,,,,,,,V,,,,ALF ORI,,STD,,,,
2427155.6,0.5,,,Vis.,SP,X,,,,,,,V,,,,ALF ORI,,STD,,,,
2427157.6,0.6,,,Vis.,SP,X,,,,,,,V,,,,ALF ORI,,STD,,,,
2427177.0,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427186.9,-0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427305.6,0.6,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427314.3,0.5,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427330.6,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427343.3,0.6,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427417.5,0.5,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427426.0,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427427.5,0.6,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427431.1,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427443.3,0.6,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427456.3,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427473.0,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427474.3,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427481.3,0.6,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427482.0,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427499.3,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427509.9,0.4,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427513.3,0.7,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427536.9,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427543.3,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427543.9,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427560.9,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427569.9,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427579.9,0.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427687.7,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427697.7,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427722.5,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427736.8,0.7,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427747.5,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427750.5,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427753.99,0.7,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427756.0,1.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427769.5,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427773.95,0.8,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427776.0,1.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427777.7,0.9,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427782.7,1.1,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427784.0,1.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427787.5,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427802.5,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427806.0,1.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427812.5,1.1,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427813.0,1.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427825.4,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427833.9,0.4,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427836.0,0.8,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427836.4,1.1,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427836.7,0.6,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427841.0,0.7,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427851.5,0.9,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427852.5,0.9,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427853.5,0.9,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427853.5,0.9,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427854.5,0.9,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427854.5,1.0,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427854.8,0.4,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427858.4,0.7,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427860.0,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427861.5,0.8,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427861.6,1.0,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427862.6,0.9,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427862.7,0.8,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427865.4,0.7,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427865.5,0.8,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427866.3,0.8,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427866.7,0.5,,,Vis.,FR,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2427868.3,0.8,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427868.9,0.4,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427869.7,0.5,,,Vis.,SP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427870.5,0.9,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427870.7,0.7,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427874.3,0.7,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427875.3,0.7,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427877.6,0.8,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427877.6,0.8,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427881.4,0.7,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427882.3,0.6,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427884.3,0.7,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427884.5,0.9,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427884.6,0.8,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427885.3,0.7,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427886.5,0.8,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427887.3,0.7,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427888.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427888.5,0.8,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427888.6,0.9,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427890.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427892.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427894.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427895.6,0.8,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427896.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427896.5,0.9,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427896.6,0.8,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427897.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427898.3,0.7,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427898.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427899.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427900.9,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427901.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427904.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427912.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427913.3,0.6,,,Vis.,M8,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427918.5,0.8,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427920.9,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427925.9,0.4,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2427990.3,1.1,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428067.6,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428074.6,1.1,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428095.6,1.1,,,Vis.,LT,X,,,,,,,V,,,,ALF ORI,,STD,,,,
2428102.6,1.0,,,Vis.,LT,X,,,,,,,V,,,,ALF ORI,,STD,,,,
2428115.6,1.0,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428125.5,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428128.7,1.1,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428130.1,0.8,,,Vis.,W14,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428130.5,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428131.6,1.1,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428135.0,0.8,,,Vis.,W14,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428140.0,0.7,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428149.0,0.6,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428153.5,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428153.7,0.8,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428154.6,0.8,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428156.0,0.6,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428157.5,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428158.6,0.8,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428159.0,0.8,,,Vis.,W14,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428161.6,0.9,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428164.0,0.6,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428164.7,0.9,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428165.0,0.9,,,Vis.,W14,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428184.0,0.5,,,Vis.,W14,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428186.5,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428193.5,0.6,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428194.6,0.9,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428197.6,0.9,,,Vis.,VS,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428198.0,0.7,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428208.4,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428212.4,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428213.1,0.7,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428213.7,1.0,,,Vis.,VS,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428214.7,1.1,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428218.0,0.6,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428219.4,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428226.0,0.5,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428226.7,1.0,,,Vis.,TOH,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428229.6,1.0,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428230.6,1.0,,,Vis.,SLR,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428235.7,1.0,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428238.4,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428239.0,1.0,,,Vis.,OKY,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428239.6,1.1,,,Vis.,HG,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428240.0,0.7,,,Vis.,W14,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428240.9,1.0,,,Vis.,S33,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428242.0,1.2,,,Vis.,INH,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428242.0,1.2,,,Vis.,OKY,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428242.4,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428242.9,1.2,,,Vis.,S33,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428243.0,1.2,,,Vis.,OKY,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428243.1,1.2,,,Vis.,INH,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428243.3,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428243.9,1.1,,,Vis.,S33,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428244.0,1.3,,,Vis.,INH,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428244.0,1.2,,,Vis.,OKY,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428244.0,1.2,,,Vis.,S33,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428246.0,0.9,,,Vis.,INH,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428246.0,1.0,,,Vis.,OKY,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428246.4,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428246.8,1.1,,,Vis.,S33,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428247.1,1.0,,,Vis.,INH,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428247.6,0.8,,,Vis.,HG,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428247.6,0.9,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428248.0,0.6,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428248.7,0.9,,,Vis.,HG,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428249.7,1.0,,,Vis.,INH,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428252.0,0.7,,,Vis.,W14,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428252.9,0.5,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428253.6,1.0,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428256.4,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428256.5,1.0,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428256.6,1.0,,,Vis.,DO,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428256.7,1.0,,,Vis.,TOH,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428268.6,0.8,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428270.9,0.9,,,Vis.,W14,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428273.7,0.8,,,Vis.,TOH,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428280.3,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428280.9,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428287.9,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428290.6,0.4,,,Vis.,AS,C,,,,,,,V,,,,ALF ORI,,STD,,,,
2428304.9,0.3,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428311.9,0.2,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428392.6,0.7,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428404.6,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428418.6,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428423.6,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428455.5,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428459.5,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428462.5,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428464.7,1.0,,,Vis.,KP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428466.8,1.1,,,Vis.,KP,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428474.0,1.1,,,Vis.,US,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428477.4,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428478.7,1.1,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428481.5,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428489.5,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428494.5,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428502.5,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428502.6,1.1,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428503.7,1.2,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428508.4,1.0,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428508.5,1.1,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428508.7,1.0,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428510.7,0.9,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428511.5,1.0,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428513.0,0.6,,,Vis.,SRC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428515.6,0.7,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428516.6,1.0,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428516.6,0.9,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428518.5,0.9,,,Vis.,HM,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428518.6,0.6,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428520.7,1.0,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428521.5,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428521.7,0.9,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428524.7,0.9,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428525.7,0.9,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428527.5,0.9,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428531.6,1.1,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428534.6,0.6,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428537.7,0.9,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428538.7,0.8,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428542.4,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428543.4,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428544.5,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428546.6,0.8,,,Vis.,MC,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428549.7,0.6,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428550.6,0.7,,,Vis.,KP,K,,,,,,,V,,,,ALF ORI,,STD,,,,
2428554.5,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
2428563.4,0.8,,,Vis.,LT,,,,,,,,V,,,,ALF ORI,,STD,,,,
